gene	gc
ENSG00000197888.3	40.82
ENSG00000196620.10	38.57
ENSG00000109181.12	37.36
ENSG00000135220.11	35.61
ENSG00000171234.14	41.55
ENSG00000213759.10	37.21
ENSG00000135226.18	39.96
ENSG00000156096.14	40.50
ENSG00000173610.12	38.25
ENSG00000271271.6	36.60
ENSG00000173597.9	36.64
ENSG00000284695.1	42.60
ENSG00000109193.12	36.90
ENSG00000126545.14	39.38
ENSG00000135222.6	41.93
ENSG00000126549.11	32.43
ENSG00000205649.9	34.64
ENSG00000126550.10	35.02
ENSG00000187533.14	35.75
ENSG00000109205.17	38.63
ENSG00000181617.6	38.60
ENSG00000171209.3	43.42
ENSG00000145309.6	40.01
ENSG00000109208.5	48.35
ENSG00000171201.12	40.27
ENSG00000171199.11	42.94
ENSG00000171195.11	40.06
ENSG00000187689.10	43.90
ENSG00000178522.14	45.30
ENSG00000132464.13	41.35
ENSG00000132465.12	35.96
ENSG00000132467.4	44.41
ENSG00000018189.13	41.30
ENSG00000132463.14	43.70
ENSG00000173542.9	34.47
ENSG00000156136.10	39.25
ENSG00000080493.18	40.40
ENSG00000145321.13	42.20
ENSG00000056291.19	43.98
ENSG00000156140.10	42.21
ENSG00000163626.17	41.17
ENSG00000132466.19	42.20
ENSG00000163631.17	38.79
ENSG00000081051.8	38.64
ENSG00000079557.5	38.31
ENSG00000169435.14	38.43
ENSG00000169429.11	32.11
ENSG00000124875.10	38.73
ENSG00000109272.4	44.01
ENSG00000163739.5	44.93
ENSG00000163737.4	43.98
ENSG00000163736.4	35.65
ENSG00000163735.7	37.07
ENSG00000163734.4	47.59
ENSG00000081041.9	48.71
ENSG00000163738.19	37.46
ENSG00000182585.10	38.59
ENSG00000124882.4	36.76
ENSG00000109321.11	42.75
ENSG00000174808.12	38.67
ENSG00000169116.11	45.57
ENSG00000163743.14	35.76
ENSG00000174796.12	39.95
ENSG00000174792.11	41.13
ENSG00000138769.11	39.79
ENSG00000138757.15	41.13
ENSG00000138768.15	37.88
ENSG00000156194.18	45.99
ENSG00000138744.16	43.98
ENSG00000198301.12	44.08
ENSG00000138755.6	40.02
ENSG00000156219.17	40.81
ENSG00000169245.6	37.45
ENSG00000169248.13	35.32
ENSG00000138750.15	37.63
ENSG00000138760.11	42.42
ENSG00000189157.14	40.99
ENSG00000272414.6	46.98
ENSG00000118804.9	46.39
ENSG00000163749.18	41.35
ENSG00000138771.16	49.83
ENSG00000186212.4	55.87
ENSG00000138758.12	42.14
ENSG00000118816.11	45.92
ENSG00000138764.15	42.04
ENSG00000156234.8	38.82
ENSG00000138767.13	36.91
ENSG00000169288.18	39.31
ENSG00000138759.20	47.34
ENSG00000138772.13	43.62
ENSG00000138756.19	38.16
ENSG00000163291.14	36.51
ENSG00000156269.5	44.30
ENSG00000196475.6	43.09
ENSG00000163297.18	42.51
ENSG00000152784.16	57.22
ENSG00000138675.17	38.89
ENSG00000197826.12	37.88
ENSG00000152785.8	40.05
ENSG00000138669.10	42.16
ENSG00000138670.18	41.46
ENSG00000138668.19	39.55
ENSG00000152795.18	43.30
ENSG00000145293.16	43.25
ENSG00000249242.8	45.52
ENSG00000145284.12	45.62
ENSG00000138674.17	42.94
ENSG00000168152.13	38.43
ENSG00000189308.11	39.22
ENSG00000138663.9	43.83
ENSG00000145287.11	42.09
ENSG00000173085.15	45.31
ENSG00000173083.16	43.34
ENSG00000163312.11	40.57
ENSG00000163319.11	37.28
ENSG00000163322.14	40.42
ENSG00000138678.11	45.49
ENSG00000163623.10	59.36
ENSG00000163624.6	40.98
ENSG00000163625.16	43.24
ENSG00000138639.18	42.64
ENSG00000109339.24	37.88
ENSG00000163629.13	43.23
ENSG00000145283.8	47.20
ENSG00000163633.12	49.33
ENSG00000285458.1	42.01
ENSG00000172493.23	45.88
ENSG00000145332.14	43.09
ENSG00000170509.12	39.59
ENSG00000198189.11	39.45
ENSG00000170502.13	43.21
ENSG00000152583.13	41.74
ENSG00000152591.15	45.92
ENSG00000152592.15	44.09
ENSG00000029559.7	42.47
ENSG00000152595.16	42.19
ENSG00000118785.15	36.58
ENSG00000118762.8	44.75
ENSG00000118777.12	42.56
ENSG00000163644.15	40.44
ENSG00000138642.15	45.04
ENSG00000138646.9	43.09
ENSG00000145337.5	44.55
ENSG00000255072.2	44.55
ENSG00000287542.1	43.39
ENSG00000138641.18	42.23
ENSG00000177432.8	42.88
ENSG00000138640.15	41.15
ENSG00000180346.4	43.13
ENSG00000185477.5	38.67
ENSG00000145335.17	40.54
ENSG00000138722.10	37.89
ENSG00000184305.15	37.97
ENSG00000152208.13	41.27
ENSG00000172238.6	52.35
ENSG00000163104.18	37.57
ENSG00000163106.11	39.08
ENSG00000163110.15	38.40
ENSG00000138696.11	39.51
ENSG00000182168.15	43.58
ENSG00000163114.6	46.50
ENSG00000163116.10	35.37
ENSG00000138698.15	39.61
ENSG00000168785.8	45.72
ENSG00000151247.13	39.03
ENSG00000164024.12	42.76
ENSG00000197894.12	40.03
ENSG00000198099.9	39.87
ENSG00000172955.17	39.63
ENSG00000187758.8	42.09
ENSG00000196616.14	36.88
ENSG00000248144.6	46.38
ENSG00000196344.12	39.08
ENSG00000138813.10	41.32
ENSG00000145331.14	35.34
ENSG00000138823.14	39.78
ENSG00000248713.2	47.51
ENSG00000070190.13	37.76
ENSG00000109270.13	37.42
ENSG00000164031.17	33.12
ENSG00000164032.12	49.21
ENSG00000145358.6	43.92
ENSG00000164035.10	36.99
ENSG00000138814.17	43.41
ENSG00000153064.12	40.15
ENSG00000138821.14	43.61
ENSG00000109320.13	47.62
ENSG00000109323.11	41.31
ENSG00000109332.20	40.08
ENSG00000145354.12	38.57
ENSG00000164037.17	40.51
ENSG00000164038.16	41.52
ENSG00000164039.15	38.52
ENSG00000138778.13	34.77
ENSG00000169836.5	37.36
ENSG00000168772.11	41.59
ENSG00000168769.14	40.89
ENSG00000138777.20	40.50
ENSG00000236699.9	39.56
ENSG00000138785.15	46.16
ENSG00000138780.15	39.62
ENSG00000168743.13	42.78
ENSG00000145348.17	39.39
ENSG00000164022.18	39.65
ENSG00000250298.6	38.98
ENSG00000155011.9	41.13
ENSG00000138801.9	46.93
ENSG00000164023.14	39.82
ENSG00000155016.18	42.70
ENSG00000138796.18	45.04
ENSG00000138795.10	49.24
ENSG00000109475.17	41.88
ENSG00000198856.13	40.53
ENSG00000164089.9	45.00
ENSG00000188517.16	41.32
ENSG00000138802.11	43.48
ENSG00000005059.16	39.75
ENSG00000138794.10	45.65
ENSG00000123739.11	40.28
ENSG00000285330.1	40.55
ENSG00000205403.14	40.32
ENSG00000109534.17	44.35
ENSG00000180245.7	37.15
ENSG00000183423.12	41.96
ENSG00000138798.13	41.62
ENSG00000170522.10	42.04
ENSG00000138792.10	38.51
ENSG00000164093.17	55.52
ENSG00000174749.6	38.33
ENSG00000138660.12	38.12
ENSG00000145365.11	39.78
ENSG00000073331.18	42.65
ENSG00000178403.4	55.51
ENSG00000138658.16	37.12
ENSG00000174720.16	38.26
ENSG00000145362.21	39.08
ENSG00000145349.18	41.52
ENSG00000180801.14	43.47
ENSG00000174607.11	38.93
ENSG00000138653.10	41.60
ENSG00000270394.4	38.13
ENSG00000174599.5	40.63
ENSG00000164100.9	38.52
ENSG00000164099.3	46.15
ENSG00000145388.15	38.18
ENSG00000150961.15	41.62
ENSG00000172403.11	40.11
ENSG00000172399.6	34.88
ENSG00000145390.11	36.08
ENSG00000164096.13	41.15
ENSG00000145384.4	35.00
ENSG00000138735.16	38.63
ENSG00000164109.14	38.03
ENSG00000138738.11	38.79
ENSG00000173376.14	47.41
ENSG00000050730.16	41.48
ENSG00000186867.11	47.49
ENSG00000164111.15	42.94
ENSG00000164112.14	47.93
ENSG00000123737.13	36.92
ENSG00000145386.11	41.92
ENSG00000138686.10	34.97
ENSG00000138741.11	42.89
ENSG00000138688.16	38.94
ENSG00000164113.11	46.13
ENSG00000109471.5	32.62
ENSG00000138684.9	33.48
ENSG00000181004.10	41.36
ENSG00000138685.17	37.48
ENSG00000170917.14	40.38
ENSG00000145375.9	40.38
ENSG00000164056.11	49.00
ENSG00000151458.12	39.19
ENSG00000196159.14	43.60
ENSG00000164066.13	39.60
ENSG00000151475.6	38.85
ENSG00000164070.12	38.01
ENSG00000142731.11	37.71
ENSG00000164073.11	38.00
ENSG00000164074.16	38.66
ENSG00000138709.19	38.64
ENSG00000164040.18	45.37
ENSG00000077684.16	45.84
ENSG00000151466.12	37.75
ENSG00000151470.13	37.93
ENSG00000138650.9	41.97
ENSG00000254535.4	33.56
ENSG00000189184.12	39.20
ENSG00000151012.13	35.40
ENSG00000151014.6	52.63
ENSG00000109381.20	40.15
ENSG00000137463.5	44.04
ENSG00000109390.13	53.47
ENSG00000164134.13	39.07
ENSG00000172007.7	38.29
ENSG00000145391.14	44.30
ENSG00000085871.9	47.89
ENSG00000196782.12	52.64
ENSG00000153130.18	39.56
ENSG00000153132.13	37.31
ENSG00000205301.12	32.76
ENSG00000179387.10	35.18
ENSG00000109424.4	46.33
ENSG00000109436.8	47.70
ENSG00000170153.11	43.75
ENSG00000109445.11	39.98
ENSG00000164136.17	40.83
ENSG00000109452.12	37.29
ENSG00000170185.11	38.35
ENSG00000109458.8	38.63
ENSG00000153147.6	37.83
ENSG00000183090.5	50.17
ENSG00000197465.14	41.80
ENSG00000250361.9	38.54
ENSG00000170180.22	35.64
ENSG00000285713.1	43.17
ENSG00000164161.10	37.13
ENSG00000164162.14	38.97
ENSG00000164163.11	35.91
ENSG00000164164.17	41.22
ENSG00000170365.10	42.75
ENSG00000151611.17	38.23
ENSG00000237136.8	44.24
ENSG00000151612.18	44.82
ENSG00000164167.12	42.77
ENSG00000250673.2	52.70
ENSG00000120519.15	35.22
ENSG00000151615.3	49.71
ENSG00000137473.19	41.01
ENSG00000151617.17	42.00
ENSG00000164168.8	39.24
ENSG00000164169.13	39.45
ENSG00000071205.12	44.48
ENSG00000151623.15	45.16
ENSG00000234828.9	38.01
ENSG00000170390.16	55.32
ENSG00000198589.14	42.80
ENSG00000181541.6	51.87
ENSG00000145425.10	43.51
ENSG00000109686.19	42.57
ENSG00000189099.11	49.04
ENSG00000164142.16	45.98
ENSG00000059691.12	47.39
ENSG00000109670.16	40.59
ENSG00000170006.12	41.28
ENSG00000169989.3	38.31
ENSG00000164144.16	37.81
ENSG00000137460.10	52.02
ENSG00000109654.16	42.09
ENSG00000288637.1	48.83
ENSG00000121211.8	41.96
ENSG00000121210.16	43.59
ENSG00000137462.9	41.30
ENSG00000145428.15	43.89
ENSG00000145423.5	51.65
ENSG00000197410.14	44.29
ENSG00000171566.12	37.17
ENSG00000171564.12	40.15
ENSG00000171560.16	43.29
ENSG00000171557.17	36.39
ENSG00000121207.12	39.67
ENSG00000151962.8	37.97
ENSG00000185149.6	41.62
ENSG00000164114.19	34.29
ENSG00000164116.17	39.41
ENSG00000061918.14	42.06
ENSG00000256394.3	40.09
ENSG00000151790.9	35.58
ENSG00000256043.5	38.68
ENSG00000145431.11	42.26
ENSG00000109738.11	39.49
ENSG00000120251.21	38.93
ENSG00000164125.16	39.90
ENSG00000164124.11	37.86
ENSG00000171509.16	37.74
ENSG00000205208.5	38.02
ENSG00000171503.13	38.64
ENSG00000171497.5	40.38
ENSG00000052795.13	42.11
ENSG00000164123.7	40.24
ENSG00000109756.9	42.85
ENSG00000168843.14	37.92
ENSG00000145414.9	40.42
ENSG00000164128.7	41.81
ENSG00000164129.12	42.03
ENSG00000151005.5	44.17
ENSG00000198498.10	37.46
ENSG00000145416.13	39.29
ENSG00000248771.5	41.63
ENSG00000248329.6	35.35
ENSG00000183439.9	40.39
ENSG00000176979.14	44.51
ENSG00000250374.4	46.74
ENSG00000170088.14	43.87
ENSG00000109466.14	44.08
ENSG00000229894.4	44.06
ENSG00000052802.13	38.85
ENSG00000109472.14	44.73
ENSG00000038295.8	40.54
ENSG00000196104.11	37.77
ENSG00000109511.12	37.42
ENSG00000137628.18	38.71
ENSG00000181381.15	38.52
ENSG00000129116.19	45.39
ENSG00000145439.12	37.32
ENSG00000154447.15	46.24
ENSG00000137601.17	38.25
ENSG00000109572.14	40.60
ENSG00000056050.7	39.03
ENSG00000198948.12	42.08
ENSG00000109576.14	46.03
ENSG00000174473.16	45.36
ENSG00000109586.12	38.80
ENSG00000164104.12	40.94
ENSG00000164105.4	51.34
ENSG00000164106.8	38.76
ENSG00000164107.9	56.87
ENSG00000164117.14	39.18
ENSG00000164118.13	36.15
ENSG00000164120.14	38.91
ENSG00000145451.13	33.87
ENSG00000168594.15	42.20
ENSG00000150625.16	38.79
ENSG00000150627.16	37.39
ENSG00000150628.7	39.43
ENSG00000164122.9	38.93
ENSG00000129128.13	38.35
ENSG00000150630.4	52.43
ENSG00000109674.4	41.39
ENSG00000038002.9	38.54
ENSG00000218336.9	46.79
ENSG00000129187.15	53.75
ENSG00000151718.16	42.60
ENSG00000177300.7	41.85
ENSG00000185758.9	51.13
ENSG00000168564.6	40.15
ENSG00000168556.7	42.71
ENSG00000182552.15	37.65
ENSG00000168538.16	40.90
ENSG00000173320.12	47.20
ENSG00000164303.11	46.26
ENSG00000168310.11	47.26
ENSG00000164305.19	40.91
ENSG00000164306.11	38.51
ENSG00000151725.12	39.19
ENSG00000151726.15	45.96
ENSG00000187821.8	65.94
ENSG00000151729.11	47.06
ENSG00000164323.14	38.88
ENSG00000109762.16	44.92
ENSG00000109771.16	38.34
ENSG00000186352.9	46.47
ENSG00000109775.11	39.70
ENSG00000205129.9	41.87
ENSG00000168491.10	37.07
ENSG00000154553.16	42.14
ENSG00000154556.18	44.85
ENSG00000164342.13	39.02
ENSG00000109794.13	54.91
ENSG00000145476.16	44.11
ENSG00000164344.16	43.67
ENSG00000088926.14	40.23
ENSG00000272297.2	44.57
ENSG00000168412.6	58.81
ENSG00000083857.14	46.48
ENSG00000179059.10	44.08
ENSG00000179046.9	46.48
ENSG00000184108.8	50.02
ENSG00000109536.12	45.04
ENSG00000205097.7	42.41
ENSG00000260596.5	65.62
ENSG00000153404.14	58.19
ENSG00000185028.4	62.88
ENSG00000164366.4	52.54
ENSG00000073578.17	48.49
ENSG00000286001.1	54.92
ENSG00000249915.8	52.17
ENSG00000288622.1	57.71
ENSG00000063438.20	56.11
ENSG00000180104.16	58.02
ENSG00000066230.12	61.54
ENSG00000112877.8	53.98
ENSG00000171368.12	59.41
ENSG00000206077.14	54.21
ENSG00000188818.12	57.13
ENSG00000028310.18	55.28
ENSG00000071539.14	46.13
ENSG00000145506.14	67.27
ENSG00000113504.21	61.19
ENSG00000174358.16	56.81
ENSG00000164363.10	61.58
ENSG00000164362.21	63.11
ENSG00000049656.14	57.98
ENSG00000142319.18	58.34
ENSG00000153395.10	53.42
ENSG00000171421.13	60.86
ENSG00000145494.12	54.79
ENSG00000113430.10	67.96
ENSG00000170561.13	54.16
ENSG00000170549.4	67.60
ENSG00000145536.15	52.07
ENSG00000164151.12	43.21
ENSG00000133398.4	42.11
ENSG00000215218.4	47.11
ENSG00000037474.15	47.51
ENSG00000145545.12	42.96
ENSG00000112941.14	55.48
ENSG00000078295.17	49.13
ENSG00000215217.7	47.26
ENSG00000124275.15	44.06
ENSG00000124279.12	38.26
ENSG00000112902.12	45.69
ENSG00000169777.7	41.12
ENSG00000150756.14	40.06
ENSG00000150753.12	43.95
ENSG00000164237.9	47.81
ENSG00000145495.16	39.74
ENSG00000145491.12	56.03
ENSG00000164236.12	53.64
ENSG00000112977.16	51.13
ENSG00000169862.19	54.43
ENSG00000039139.11	41.15
ENSG00000038382.20	51.23
ENSG00000145569.6	40.14
ENSG00000154124.5	43.00
ENSG00000154122.14	45.55
ENSG00000183580.10	53.94
ENSG00000183654.9	56.37
ENSG00000173545.5	53.13
ENSG00000154153.15	39.69
ENSG00000145555.15	48.01
ENSG00000176788.9	54.61
ENSG00000249662.6	47.68
ENSG00000268799.4	54.68
ENSG00000284373.1	54.44
ENSG00000284439.1	57.96
ENSG00000284283.1	58.12
ENSG00000284234.1	58.29
ENSG00000284042.1	58.12
ENSG00000284465.1	58.46
ENSG00000283967.1	58.12
ENSG00000283988.1	58.46
ENSG00000284356.1	58.29
ENSG00000283740.1	52.12
ENSG00000249156.2	51.29
ENSG00000283776.1	56.62
ENSG00000250782.1	53.54
ENSG00000269466.4	58.15
ENSG00000145526.12	41.23
ENSG00000154162.15	42.65
ENSG00000164256.11	52.06
ENSG00000040731.10	41.39
ENSG00000113100.10	37.54
ENSG00000113361.13	41.59
ENSG00000113360.17	43.70
ENSG00000082213.18	38.54
ENSG00000133401.16	51.88
ENSG00000113384.14	45.59
ENSG00000150712.11	44.07
ENSG00000056097.16	40.54
ENSG00000113387.12	37.41
ENSG00000113389.16	43.06
ENSG00000113407.14	44.02
ENSG00000151388.11	47.50
ENSG00000182631.7	62.14
ENSG00000164175.15	47.97
ENSG00000242110.8	43.37
ENSG00000273294.1	43.72
ENSG00000082196.21	40.05
ENSG00000039560.14	44.28
ENSG00000205838.14	42.63
ENSG00000113456.19	41.51
ENSG00000113460.13	35.75
ENSG00000168724.17	41.04
ENSG00000113492.14	42.74
ENSG00000113494.17	39.65
ENSG00000152582.14	39.24
ENSG00000168685.15	41.56
ENSG00000152611.12	43.87
ENSG00000145626.12	44.26
ENSG00000168671.10	48.42
ENSG00000164187.7	33.75
ENSG00000145604.17	38.20
ENSG00000152620.13	41.08
ENSG00000164188.9	34.40
ENSG00000079215.15	41.60
ENSG00000164190.19	38.50
ENSG00000197603.16	38.64
ENSG00000113569.16	41.01
ENSG00000082068.9	40.91
ENSG00000168621.15	51.19
ENSG00000164318.18	50.62
ENSG00000113594.10	38.38
ENSG00000145623.13	44.49
ENSG00000164327.13	36.10
ENSG00000082074.19	37.44
ENSG00000113600.11	39.10
ENSG00000153071.15	42.53
ENSG00000113638.14	34.88
ENSG00000171522.6	49.35
ENSG00000132356.11	36.52
ENSG00000145592.14	43.30
ENSG00000132357.14	44.21
ENSG00000112936.19	42.37
ENSG00000171495.17	45.08
ENSG00000039537.14	42.91
ENSG00000182836.10	37.22
ENSG00000083720.13	41.46
ENSG00000205765.9	37.22
ENSG00000151876.13	37.89
ENSG00000112964.14	43.71
ENSG00000198865.10	36.01
ENSG00000250722.6	36.84
ENSG00000177721.5	48.79
ENSG00000172262.12	44.28
ENSG00000177453.7	52.33
ENSG00000112972.15	40.33
ENSG00000151882.11	42.79
ENSG00000151881.15	35.97
ENSG00000172244.9	36.99
ENSG00000172239.14	45.03
ENSG00000112992.18	38.94
ENSG00000070193.5	40.02
ENSG00000112996.11	38.04
ENSG00000164588.8	38.52
ENSG00000170571.12	36.39
ENSG00000151883.19	38.23
ENSG00000016082.15	45.15
ENSG00000152684.11	45.41
ENSG00000213949.10	37.33
ENSG00000164171.11	40.20
ENSG00000164172.20	38.09
ENSG00000134363.12	45.82
ENSG00000164258.12	42.59
ENSG00000185305.11	38.32
ENSG00000169271.3	47.72
ENSG00000178996.14	45.69
ENSG00000164283.13	41.08
ENSG00000113088.6	40.59
ENSG00000145649.8	42.75
ENSG00000164287.13	45.60
ENSG00000164294.14	39.23
ENSG00000234602.9	54.32
ENSG00000152669.9	63.33
ENSG00000067248.10	39.89
ENSG00000039123.16	40.14
ENSG00000067113.17	46.93
ENSG00000177058.12	43.32
ENSG00000152670.19	39.78
ENSG00000164509.16	47.09
ENSG00000134352.20	36.47
ENSG00000164512.18	47.83
ENSG00000095015.6	41.88
ENSG00000155542.12	44.30
ENSG00000155545.20	37.15
ENSG00000062194.16	35.92
ENSG00000169067.4	40.23
ENSG00000145632.15	42.44
ENSG00000175857.9	39.17
ENSG00000152932.8	38.10
ENSG00000113448.19	41.27
ENSG00000035499.13	37.99
ENSG00000164181.14	37.39
ENSG00000049167.16	37.66
ENSG00000164182.12	36.98
ENSG00000188725.8	36.01
ENSG00000130449.6	47.14
ENSG00000068796.19	36.25
ENSG00000288643.1	52.44
ENSG00000086189.11	38.53
ENSG00000086200.17	38.87
ENSG00000186105.8	34.26
ENSG00000178394.5	51.94
ENSG00000164197.12	34.96
ENSG00000186479.5	42.22
ENSG00000145642.12	47.72
ENSG00000153006.16	34.65
ENSG00000153015.16	37.99
ENSG00000049192.15	41.76
ENSG00000123219.13	36.71
ENSG00000113593.12	37.17
ENSG00000113595.15	37.11
ENSG00000113597.18	34.76
ENSG00000253251.3	34.22
ENSG00000197860.10	38.87
ENSG00000123213.23	40.95
ENSG00000112851.15	35.16
ENSG00000153914.16	35.09
ENSG00000069020.18	49.91
ENSG00000134061.5	43.90
ENSG00000145675.15	39.33
ENSG00000145740.19	38.26
ENSG00000134057.15	43.49
ENSG00000153044.10	38.68
ENSG00000134056.12	39.64
ENSG00000134058.12	42.22
ENSG00000183323.13	42.78
ENSG00000085231.14	40.19
ENSG00000273841.5	48.23
ENSG00000152942.19	41.00
ENSG00000152939.17	45.92
ENSG00000197822.12	41.84
ENSG00000183474.16	38.91
ENSG00000205572.10	47.43
ENSG00000205571.14	39.46
ENSG00000172058.16	47.14
ENSG00000172062.17	39.78
ENSG00000249437.8	42.22
ENSG00000145736.14	38.76
ENSG00000145734.19	38.67
ENSG00000131844.17	39.94
ENSG00000164326.5	51.81
ENSG00000131711.15	44.60
ENSG00000113048.17	43.15
ENSG00000049883.15	42.53
ENSG00000178175.12	48.74
ENSG00000083312.19	37.67
ENSG00000157107.14	34.99
ENSG00000157111.13	54.40
ENSG00000164325.8	49.86
ENSG00000251493.5	64.41
ENSG00000145741.16	37.97
ENSG00000164331.10	38.71
ENSG00000164338.10	39.53
ENSG00000214944.10	43.34
ENSG00000171617.15	47.51
ENSG00000049860.14	42.57
ENSG00000164347.18	40.62
ENSG00000164346.10	34.20
ENSG00000198780.12	38.36
ENSG00000176928.7	36.91
ENSG00000145700.10	38.72
ENSG00000113161.17	40.77
ENSG00000113163.19	39.35
ENSG00000122008.15	35.60
ENSG00000189045.15	43.94
ENSG00000152359.15	37.75
ENSG00000122012.14	44.46
ENSG00000145703.16	41.69
ENSG00000164220.7	42.05
ENSG00000181104.7	44.51
ENSG00000164251.5	44.98
ENSG00000171643.14	37.21
ENSG00000145708.11	45.79
ENSG00000164252.13	39.71
ENSG00000285000.1	41.99
ENSG00000132846.6	46.51
ENSG00000284762.1	47.10
ENSG00000113231.14	46.55
ENSG00000164253.14	40.54
ENSG00000171540.8	56.24
ENSG00000171530.15	34.78
ENSG00000132842.14	39.80
ENSG00000085365.18	36.24
ENSG00000145685.14	47.71
ENSG00000113273.17	44.83
ENSG00000132837.15	45.11
ENSG00000132840.10	44.23
ENSG00000145692.15	43.59
ENSG00000152409.9	42.69
ENSG00000152413.15	39.57
ENSG00000164329.14	36.32
ENSG00000164309.15	42.69
ENSG00000177034.17	36.68
ENSG00000113296.14	51.97
ENSG00000164300.17	44.02
ENSG00000164299.7	39.47
ENSG00000039319.17	37.14
ENSG00000152380.10	40.95
ENSG00000189127.8	38.26
ENSG00000228716.7	43.37
ENSG00000113318.11	41.81
ENSG00000113319.13	45.48
ENSG00000131730.16	50.00
ENSG00000131732.12	39.94
ENSG00000172497.9	44.19
ENSG00000145687.16	38.64
ENSG00000152348.16	45.18
ENSG00000186468.13	43.98
ENSG00000174695.10	36.96
ENSG00000152422.16	35.16
ENSG00000038427.16	41.61
ENSG00000145681.11	35.90
ENSG00000164176.13	37.89
ENSG00000127184.13	39.82
ENSG00000145715.15	43.56
ENSG00000134480.16	37.69
ENSG00000164180.14	37.20
ENSG00000081189.16	38.72
ENSG00000153140.9	33.56
ENSG00000176055.10	39.91
ENSG00000113356.13	36.56
ENSG00000176018.13	33.24
ENSG00000164199.18	40.65
ENSG00000113369.9	38.80
ENSG00000175745.14	57.24
ENSG00000113391.19	38.34
ENSG00000248483.7	39.57
ENSG00000185261.15	35.93
ENSG00000133302.13	35.32
ENSG00000175471.19	38.20
ENSG00000153347.10	40.84
ENSG00000198677.12	36.87
ENSG00000164291.17	39.77
ENSG00000178015.5	64.45
ENSG00000175449.14	38.70
ENSG00000145757.16	39.78
ENSG00000164292.13	42.19
ENSG00000173221.14	44.79
ENSG00000118985.16	38.27
ENSG00000175426.11	43.14
ENSG00000153113.24	41.15
ENSG00000164307.13	39.66
ENSG00000164308.17	40.20
ENSG00000113441.16	39.47
ENSG00000145721.12	38.54
ENSG00000058729.11	37.44
ENSG00000174136.13	47.24
ENSG00000153922.11	36.82
ENSG00000174132.9	47.44
ENSG00000113532.13	35.42
ENSG00000173930.9	37.15
ENSG00000205359.10	39.49
ENSG00000145730.21	45.73
ENSG00000145723.17	36.70
ENSG00000145725.20	37.20
ENSG00000181751.10	43.94
ENSG00000112874.10	32.39
ENSG00000184349.14	43.37
ENSG00000145743.17	45.06
ENSG00000151422.13	38.51
ENSG00000198961.10	38.49
ENSG00000112893.10	37.54
ENSG00000186952.15	39.18
ENSG00000164209.17	34.32
ENSG00000145777.15	43.61
ENSG00000134987.12	36.61
ENSG00000152495.11	38.01
ENSG00000164211.13	34.62
ENSG00000134986.14	42.77
ENSG00000129595.14	41.82
ENSG00000134982.17	40.99
ENSG00000258864.1	40.06
ENSG00000153037.15	42.04
ENSG00000129625.13	43.86
ENSG00000172795.17	37.72
ENSG00000171444.18	47.32
ENSG00000212122.4	52.40
ENSG00000047188.16	36.75
ENSG00000080709.16	47.35
ENSG00000152503.10	42.17
ENSG00000164219.10	34.07
ENSG00000164221.13	38.62
ENSG00000145780.8	37.63
ENSG00000243414.6	41.61
ENSG00000251201.8	42.46
ENSG00000134970.14	36.40
ENSG00000129596.5	45.04
ENSG00000145782.13	36.92
ENSG00000177879.17	40.18
ENSG00000172901.20	41.91
ENSG00000268223.6	36.36
ENSG00000145781.9	41.62
ENSG00000092421.17	45.29
ENSG00000169570.10	37.48
ENSG00000172869.15	38.23
ENSG00000145779.8	41.24
ENSG00000133835.18	36.83
ENSG00000164334.15	50.73
ENSG00000184838.15	46.36
ENSG00000181867.3	58.40
ENSG00000151304.6	37.22
ENSG00000113083.15	40.76
ENSG00000164185.6	45.27
ENSG00000250803.6	41.85
ENSG00000064692.20	46.20
ENSG00000205302.7	36.18
ENSG00000064652.11	42.31
ENSG00000168938.6	40.59
ENSG00000061455.11	43.14
ENSG00000168944.17	37.61
ENSG00000151292.17	37.34
ENSG00000168916.16	46.13
ENSG00000155324.10	44.62
ENSG00000164904.18	43.37
ENSG00000164902.14	42.14
ENSG00000196900.5	40.61
ENSG00000113368.12	50.29
ENSG00000173926.6	48.49
ENSG00000164241.14	41.64
ENSG00000145794.17	42.91
ENSG00000164244.21	36.29
ENSG00000205279.8	39.95
ENSG00000230561.6	44.92
ENSG00000064651.14	38.61
ENSG00000138829.12	46.68
ENSG00000113396.13	43.73
ENSG00000066583.12	42.79
ENSG00000145808.10	45.75
ENSG00000186367.7	40.91
ENSG00000198108.4	49.78
ENSG00000169567.13	42.55
ENSG00000186687.16	36.74
ENSG00000158985.14	40.04
ENSG00000158987.22	39.63
ENSG00000273217.1	41.69
ENSG00000217128.12	40.33
ENSG00000239642.6	41.28
ENSG00000281938.2	48.94
ENSG00000164398.15	47.64
ENSG00000164399.5	47.62
ENSG00000164400.6	50.25
ENSG00000072682.20	45.68
ENSG00000131435.13	59.84
ENSG00000197208.6	51.30
ENSG00000197375.13	48.31
ENSG00000283782.2	41.79
ENSG00000125347.15	51.15
ENSG00000113525.10	37.20
ENSG00000113522.14	40.84
ENSG00000169194.9	57.71
ENSG00000113520.11	48.29
ENSG00000131437.16	37.89
ENSG00000205089.8	51.43
ENSG00000164402.14	49.86
ENSG00000198944.6	57.68
ENSG00000164403.15	62.47
ENSG00000164404.8	46.02
ENSG00000164405.11	49.28
ENSG00000164406.8	43.88
ENSG00000072364.13	40.57
ENSG00000155329.12	36.58
